-4.719433675038710351e-04,1.146736393972055262e-03,8.087144680915956318e-04,-3.767358973995762247e-03,-8.907753828941305380e-03,-4.858196577789962098e-03,2.091258145714367141e-03,1.988698885210395118e-03,-3.328644977192186938e-03,-5.486352124774591596e-03
-9.495881664889241174e-04,2.033926771971754886e-03,1.895001597483407746e-04,-4.206437519956082033e-03,-1.079610149257300734e-02,-7.136549712016436106e-03,-3.343264066453066879e-03,9.697152530584265441e-04,-1.944368446638169729e-03,8.408456979612462245e-03
-1.953546689990395997e-03,4.057953872534900662e-03,1.110641318658725594e-03,-7.154259624809060879e-03,-1.636628280654726236e-02,-1.000643118555221735e-02,-4.727629802579465896e-04,8.720532213377336223e-03,-5.955795689713255098e-03,-3.807976956202825062e-03
-2.357185930432059880e-03,5.199768358260067891e-03,1.037714883715963382e-03,-9.351979988631815149e-03,-2.256567410343482058e-02,-1.482982754178781282e-02,-5.398294349533017643e-03,5.789550421246645283e-03,-7.066447874541183401e-03,1.052658018197474669e-02
-3.376039783589522645e-03,7.226212570375351203e-03,1.964301349654927302e-03,-1.197193055573503827e-02,-2.699277708441118889e-02,-1.745993417022572922e-02,-1.751043038850637638e-03,1.386015173832755125e-02,-1.056424537787913238e-02,-1.147766923438987103e-03
-3.756682183256313673e-03,8.446542946503588639e-03,2.132570698805661205e-03,-1.384661489145388655e-02,-3.208311483843906409e-02,-2.172172207303789404e-02,-6.991369182181602152e-03,1.071840205398669026e-02,-1.270247269984954921e-02,1.249613823416267228e-02
-4.787643409908316772e-03,1.046715991650264133e-02,2.949290744411503171e-03,-1.619169613072490507e-02,-3.550697095603604081e-02,-2.418196765958497557e-02,-2.702995172363731064e-03,1.893218136834929136e-02,-1.587524325002962269e-02,1.361227267526041044e-03
-5.146737127116149391e-03,1.175935583023115204e-02,3.303699166803667018e-03,-1.782460817224639990e-02,-3.972950614959148280e-02,-2.804820977111185942e-02,-8.173793969264587372e-03,1.559375142596852726e-02,-1.888468388750688676e-02,1.434076209281167497e-02
-6.188733672594129778e-03,1.377085442138240197e-02,4.009320092920150985e-03,-1.995148184532694047e-02,-4.232829384838010522e-02,-3.039663280814467253e-02,-3.330039715822193536e-03,2.384737135813654041e-02,-2.177832901194778556e-02,3.663485493453038592e-03
-6.528161057066429913e-03,1.512829868230836268e-02,4.511310430133906937e-03,-2.138838541364729978e-02,-4.583116311625436839e-02,-3.392489241003734252e-02,-8.977926961036252970e-03,2.032684082145858745e-02,-2.553168766966895653e-02,1.596864662143941682e-02
-7.580837371930137722e-03,1.712673595345901717e-02,5.104477584654371417e-03,-2.333882867783926632e-02,-4.775160433886043582e-02,-3.617711566342789176e-02,-3.660117254758345554e-03,2.857224837170332932e-02,-2.815084821057764475e-02,5.703157316755114691e-03
-7.902146290400023990e-03,1.854394469627009684e-02,5.734317741222856590e-03,-2.461392825160171188e-02,-5.065742822654129007e-02,-3.937815657017801341e-02,-9.450155600309595449e-03,2.488562093094840930e-02,-3.252460168206251778e-02,1.731722813687627816e-02
