1.035,823.15,820.4880174,167.1028845,-50.85367234,-12.47595857,2.667816005,1.718579566
1.035,873.15,-35.52653708,2.048352425,-10.91576614,0.601092141,-2.08324141,0.41770449
1.035,923.15,-346.6906217,0.193282172,2.680030046,0.118692661,-0.316563555,0.032702399
1.035,973.15,-484.506333,5.311059767,9.013059244,0.134496775,0.217445765,0.048112881
1.035,1023.15,-552.2354892,8.577150695,12.19311223,0.188208,0.427353638,0.08933731
1.035,1073.15,-588.0128275,10.41433708,13.88655095,0.223703842,0.528917294,0.116822934
1.035,1123.15,-608.0449286,11.46182845,14.83779514,0.244745986,0.584037562,0.133153557
1.035,1173.15,-619.829845,12.08175958,15.39861649,0.25728952,0.615949807,0.143047409
1.035,1223.15,-627.0653393,12.46386664,15.74352259,0.264999192,0.635242644,0.149215347
1.035,1273.15,-631.6728713,12.71372452,15.96458037,0.269831404,0.64678613,0.1534648
1.035,1323.15,-634.5995876,12.84406833,16.10354542,0.275092356,0.64959441,0.155979521
3.015,873.15,1152.503673,84.19307635,-43.85584119,1.444324108,-4.347111241,2.031876143
3.015,923.15,197.1245166,-11.17890316,-19.8060902,0.361158749,-2.288688157,0.250026771
3.015,973.15,-196.7845956,-6.982929827,-4.096742993,-0.02476189,-0.695104544,-0.066135628
3.015,1023.15,-387.1757056,0.473438059,4.447998765,0.041114692,-0.054189246,-0.02277711
3.015,1073.15,-487.5714104,5.275686199,9.120450786,0.123796087,0.247183135,0.038117288
3.015,1123.15,-543.8991627,8.136947119,11.7791776,0.178872799,0.406594471,0.080424733
3.015,1173.15,-577.1307601,9.862653139,13.3580413,0.212966377,0.497744583,0.107431651
3.015,1223.15,-597.5901762,10.93736348,14.33419801,0.23422284,0.552379217,0.124692494
3.015,1273.15,-610.6494269,11.64720328,14.96332716,0.247740777,0.584219154,0.137033549
3.015,1323.15,-619.5876027,12.07431088,15.37899123,0.259361809,0.620562758,0.143242799
5.04,873.15,2407.340584,285.2116493,-21.58235833,4.331947502,-0.378790575,-2.955774076
5.04,923.15,726.9905238,-12.1398718,-34.89890867,0.984778918,-3.063201406,0.71906808
5.04,973.15,78.22314804,-16.9831645,-15.60022636,-0.110268022,-1.410478306,-0.105719452
5.04,1023.15,-229.2862661,-6.884415358,-2.780124731,-0.082481376,-0.49190219,-0.113779716
5.04,1073.15,-390.9669879,0.433425712,4.561034528,0.034407638,-0.018482738,-0.034192389
5.04,1123.15,-481.828336,4.943706939,8.812838263,0.118462818,0.237680134,0.029858532
5.04,1173.15,-535.5795316,7.706787241,11.36017133,0.172021312,0.385011044,0.072294433
5.04,1223.15,-568.761786,9.442672971,12.94425988,0.205727029,0.473147523,0.100130234
5.04,1273.15,-589.9923616,10.59863915,13.96985205,0.227384092,0.523688347,0.120486687
5.04,1323.15,-604.5445641,11.19032493,14.62793403,0.246464776,0.591446042,0.124917549
7.02,923.15,1223.602968,-8.85002083,-39.47351226,1.925299808,-2.199835539,1.207286309
7.02,973.15,329.8341553,-25.43328459,-24.82368491,-0.168017887,-1.723851924,-0.136012813
7.02,1023.15,-84.858889,-13.42935966,-9.17462319,-0.187071332,-0.826109071,-0.195047877
7.02,1073.15,-302.1400531,-3.968620153,0.402370963,-0.043784224,-0.247767009,-0.099721712
7.02,1123.15,-424.4114428,2.001941797,6.06325114,0.065752411,0.087115999,-0.017653699
7.02,1173.15,-496.9257585,5.700948472,9.489795792,0.136039944,0.283174357,0.038965005
7.02,1223.15,-541.8056631,8.042511371,11.63335522,0.18061034,0.401000923,0.0765353
7.02,1273.15,-570.5837154,9.612665406,13.02774655,0.209465533,0.467470888,0.10461386
7.02,1323.15,-590.3934539,10.40176417,13.92513422,0.235602486,0.561286088,0.110090157
9,923.15,1702.136009,-5.339337133,-31.78564874,3.079098065,-0.101634956,1.566777464
9,973.15,565.6624519,-33.40370576,-31.93885731,-0.24572937,-1.615285808,-0.147676151
9,1023.15,50.37093411,-19.53044362,-14.9084232,-0.288263998,-1.051496424,-0.271498773
9,1073.15,-218.5579291,-8.10157308,-3.4710071,-0.116401896,-0.442245389,-0.160704538
9,1123.15,-370.0645586,-0.783058356,3.459032615,0.017266754,-0.048594378,-0.062657522
9,1173.15,-460.1329539,3.788051695,7.698044969,0.103540296,0.189841675,0.006445933
9,1223.15,-516.0169474,6.699164513,10.3681544,0.158001762,0.334083345,0.053328188
9,1273.15,-551.9222519,8.661193944,12.11208474,0.193228643,0.414960843,0.088673347
9,1323.15,-576.7531172,9.633309924,13.23792598,0.226626258,0.53397705,0.094929814
11.07,923.15,2185.960985,-4.950738851,-8.8729273,4.052407064,2.609650708,1.60808252
11.07,973.15,796.3547963,-41.79478984,-37.20308824,-0.377169404,-0.984219976,-0.232281219
11.07,1023.15,182.5013905,-25.57655167,-20.23420203,-0.393988389,-1.157603656,-0.356240632
11.07,1073.15,-136.4787915,-12.16633964,-7.234692082,-0.183996205,-0.603794313,-0.226384628
11.07,1123.15,-316.3663717,-3.539032643,0.878425492,-0.026681771,-0.172496557,-0.109818154
11.07,1173.15,-423.5659338,1.882357402,5.907548976,0.073060562,0.100554687,-0.026582598
11.07,1223.15,-490.2492189,5.354093243,9.092648592,0.137089575,0.269272185,0.029256374
11.07,1273.15,-533.1723665,7.699094787,11.17983541,0.177984296,0.36478631,0.071443863
11.07,1323.15,-563.0200361,8.848550786,12.53647495,0.218620346,0.508392898,0.079102574
13.005,923.15,2625.70171,-9.307646587,27.99703413,3.966400085,4.236654979,1.19601571
13.005,973.15,998.305198,-50.03625488,-40.09366859,-0.59262429,0.012021614,-0.325516708
13.005,1023.15,298.0059911,-31.02491159,-24.60347091,-0.504760106,-1.15076403,-0.427345837
13.005,1073.15,-64.36749905,-15.78482357,-10.50037807,-0.246011929,-0.718619548,-0.282021753
13.005,1123.15,-268.9020338,-5.997657459,-1.408317157,-0.065621186,-0.272671958,-0.150941778
13.005,1173.15,-391.0584267,0.179691606,4.304194978,0.047455537,0.025620788,-0.057033613
13.005,1223.15,-467.2198172,4.146079097,7.940603743,0.119605898,0.213777079,0.007087072
13.005,1273.15,-516.3140107,6.82415849,10.33110163,0.164008688,0.322140579,0.054762344
13.005,1323.15,-550.6532701,8.132898439,11.89584533,0.21277638,0.486838227,0.064103545
15.03,923.15,3075.568848,-20.60030443,84.69743046,1.288933028,2.782324851,0.284358174
15.03,973.15,1196.135679,-59.13905448,-41.05651749,-0.985323354,1.473267032,-0.559777645
15.03,1023.15,410.9908641,-36.54292762,-28.63703388,-0.619544471,-1.012488836,-0.532997097
15.03,1073.15,6.566965128,-19.37967077,-13.65773693,-0.308875552,-0.803299164,-0.342099981
15.03,1123.15,-221.9233103,-8.427163884,-3.658922135,-0.101875356,-0.364407376,-0.195636441
15.03,1173.15,-358.6914057,-1.527040934,2.69305441,0.023944061,-0.044389706,-0.088302164
15.03,1223.15,-444.1584352,2.948900489,6.799278204,0.101376744,0.153535358,-0.012766726
15.03,1273.15,-499.3239447,5.927027314,9.457115588,0.150255262,0.283272736,0.03490479
15.03,1323.15,-538.1795639,7.401117536,11.24009502,0.208245475,0.466948823,0.048145922
17.01,923.15,3507.528882,-38.94648473,160.150417,-5.638694864,-5.210248977,-0.563202373
17.01,973.15,1377.020202,-68.97172359,-40.42604931,-1.518583223,3.309636781,-0.847834493
17.01,1023.15,514.1489245,-41.83951799,-32.03709678,-0.754522159,-0.779497485,-0.634650921
17.01,1073.15,71.67182267,-22.74002582,-16.54278553,-0.362593461,-0.841703569,-0.409416225
17.01,1123.15,-178.5148566,-10.70184789,-5.750881589,-0.13377958,-0.437542682,-0.237413397
17.01,1173.15,-328.6051077,-3.117804548,1.191981021,0.003048625,-0.106145206,-0.118606451
17.01,1223.15,-422.6185741,1.796510617,5.685236087,0.087664802,0.110786817,-0.037049729
17.01,1273.15,-483.315577,5.064408629,8.623742688,0.134621842,0.24692448,0.013938591
17.01,1323.15,-526.43261,6.705053496,10.61953118,0.204423223,0.448490884,0.032970342
19.035,973.15,1549.674937,-79.77345158,-38.24820258,-2.247130446,5.521345213,-1.242067827
19.035,1023.15,612.5395126,-47.11379735,-34.9987915,-0.905021522,-0.452961376,-0.749967278
19.035,1073.15,134.1662141,-26.03800691,-19.26862629,-0.417883036,-0.854271691,-0.471077585
19.035,1123.15,-136.5787603,-12.93266999,-7.791508894,-0.161656405,-0.494677044,-0.280674159
19.035,1173.15,-299.3611392,-4.676272569,-0.285628759,-0.013956808,-0.160568521,-0.150042264
19.035,1223.15,-401.558244,0.677145676,4.59316809,0.076144121,0.068075497,-0.060352664
19.035,1273.15,-467.5304899,4.182998391,7.777169925,0.118278312,0.21298915,-0.008732622
19.035,1323.15,-514.8603199,6.003363435,9.988096841,0.203251663,0.433927029,0.016648064
